id,Province name,development,culture,religion,Trade Goods
4193,Oshima,3,togoku,shinto,fish
4194,Yongping,8,chihan,confucianism,grain
4195,Zhending,6,chihan,confucianism,grain
4196,Haizhou,8,jianghuai,confucianism,fish
4197,Huangzhou,5,hubei,confucianism,grain
4198,Fengxiang,5,xibei,confucianism,grain
4199,Tongren,3,miao,animism,tea
4200,Hulan,5,manchu,tengri_pagan_reformed,livestock
4201,Jianzhou,10,manchu,confucianism,fur
4202,Taining,5,chahar,vajrayana,livestock
4203,Ju Ud,7,mongol,vajrayana,livestock
4204,Anding,4,oirats,vajrayana,livestock
4205,Nagchu,3,tibetan,vajrayana,livestock
4206,Balikul,3,oirats,tengri_pagan_reformed,livestock
4207,Turpan,8,uyghur,tengri_pagan_reformed,wine
4208,Qurqara-usu,5,uyghur,sunni,grain
4209,Maralbexi,5,uyghur,sunni,wool
4210,Yangi Hissar,5,uyghur,sunni,wool
4211,Dazhou,5,sichuanese,confucianism,grain
4212,Jiazhou,7,sichuanese,confucianism,tea
4213,Luzhou,6,sichuanese,confucianism,grain
4214,Kalar,3,nivkh,tengri_pagan_reformed,fur
4215,Fudali,3,manchu,tengri_pagan_reformed,naval_supplies
4216,Ulch,3,manchu,tengri_pagan_reformed,fish
4217,Pijin,6,manchu,tengri_pagan_reformed,naval_supplies
4218,Buteha,3,chahar,tengri_pagan_reformed,livestock
4219,Bayan Tumen,4,khalkha,tengri_pagan_reformed,livestock
4220,Khiagt,7,khalkha,tengri_pagan_reformed,fur
4221,Dundgovi,3,khalkha,tengri_pagan_reformed,livestock
4222,Ulaangom,4,oirats,tengri_pagan_reformed,livestock
4223,Hetao,4,mongol,vajrayana,livestock
4224,Tokai Sea,0,,,
4225,Hokkaido Coast,0,,,
4226,Japan Basin,0,,,
4227,Daegu,9,korean,confucianism,paper
4228,Naju,8,korean,confucianism,paper
4229,Chungju,6,korean,confucianism,cotton
4230,Suwon,7,korean,confucianism,chinaware
4231,Haeju,5,korean,confucianism,naval_supplies
4232,Ganggye,5,korean,confucianism,fur
4233,Bohai Sea,0,,,
4234,Western Yellow Sea,0,,,
4235,Vistula Lagoon,0,,,
4236,Trencin,6,slovak,catholic,iron
4237,Olomouc,8,czech,hussite,grain
4238,Leignitz,10,schlesian,catholic,glass
4239,Belgrade,10,serbian,orthodox,cloth
4240,Fejer,8,hungarian,catholic,livestock
4241,Wenden,6,latvian,catholic,livestock
4242,Ula,5,byelorussian,orthodox,iron
4243,Toropets,5,byelorussian,orthodox,grain
4244,Starodub,5,ryazanian,orthodox,grain
4245,Vyazma,5,ryazanian,orthodox,cloth
4246,Mstislav,3,byelorussian,orthodox,wool
4247,Owrucz,4,ruthenian,orthodox,grain
4248,Kashin,7,russian,orthodox,livestock
4249,Zubtsov,5,russian,orthodox,grain
4250,Mologa,6,russian,orthodox,livestock
4251,Mozhaisk,8,russian,orthodox,grain
4252,Kolomna,6,russian,orthodox,livestock
4253,Yuriev,8,russian,orthodox,salt
4254,Starodub,7,russian,orthodox,grain
4255,Pronsk,6,ryazanian,orthodox,iron
4256,Solvychegodsk,3,novgorodian,orthodox,fur
4257,Mezen,3,novgorodian,orthodox,fish
4258,Onega,3,novgorodian,orthodox,fur
4259,Velsk,3,russian,orthodox,fur
4260,Vyshny Volochyok,6,novgorodian,orthodox,naval_supplies
4261,Ustyuzhna,5,novgorodian,orthodox,naval_supplies
4262,Totma,3,russian,orthodox,fur
4263,Sol Galitskaya,3,russian,orthodox,grain
4264,Tetyushi,6,kazani,sunni,grain
4265,Ar Chally,6,kazani,sunni,grain
4266,Izhkar,5,uralic,tengri_pagan_reformed,iron
4267,Bolgar,6,kazani,sunni,iron
4268,Aqaba,3,bedouin_arabic,sunni,fish
4269,Al Wajh,3,bedouin_arabic,sunni,fish
4270,Azraq,4,bedouin_arabic,sunni,livestock
4271,Suwaida,3,bedouin_arabic,shiite,livestock
4272,Jawf,4,bedouin_arabic,sunni,livestock
4273,Karaitan,3,bedouin_arabic,sunni,livestock
4274,Sudayr,5,bedouin_arabic,sunni,grain
4275,Yamamah,4,bedouin_arabic,sunni,livestock
4276,Tubaiq,0,,,
4277,Taif,7,hejazi_culture,sunni,wool
4278,Qunfudah,6,hejazi_culture,shiite,incense
4279,Zabid,8,yemeni_culture,sunni,coffee
4280,Taiz,10,yemeni_culture,shiite,coffee
4281,Dhamar,11,yemeni_culture,shiite,livestock
4282,Sahda,6,yemeni_culture,shiite,coffee
4283,Shihr,6,yemeni_culture,sunni,incense
4284,Al Ghayda,3,mahri_culture,sunni,fish
4285,Baraimi,5,omani_culture,ibadi,livestock
4286,Sur,5,omani_culture,ibadi,spices
4287,Ibra,6,omani_culture,ibadi,grain
4288,Shatt,7,al_iraqiya_arabic,sunni,spices
4289,Shushtar,6,persian,shiite,silk
4290,Hoveyzeh,8,al_iraqiya_arabic,shiite,grain
4291,Qazania,7,al_iraqiya_arabic,sunni,cotton
4292,Mardin,7,kurdish,sunni,wool
4293,Arbil,6,kurdish,sunni,cloth
4294,Sulimaniyeh,6,kurdish,sunni,wool
4295,Hisn Kayfa,6,kurdish,sunni,wool
4296,Bitlis,6,kurdish,sunni,wool
4297,Homs,5,al_suryah_arabic,sunni,cotton
4298,Ayntab,5,turkish,sunni,wool
4299,Shamakhi,6,azerbaijani,sunni,wool
4300,Mianeh,5,azerbaijani,sunni,paper
4301,Kartli,10,georgian,orthodox,silk
4302,Bayazid,5,armenian,coptic,wool
4303,Oltu,8,georgian,orthodox,livestock
4304,Khoy,5,azerbaijani,sunni,wool
4305,Shaki,5,azerbaijani,sunni,wool
4306,Lakia,9,dagestani,sunni,iron
4307,Aksaray,6,turkish,sunni,livestock
4308,Denizli,6,turkish,sunni,cloth
4309,Aydin,6,turkish,sunni,salt
4310,Divrigi,6,turkish,shiite,wool
4311,Karahisar,6,turkish,sunni,livestock
4312,Eskesehir,10,turkish,sunni,cloth
4313,Cangiri,5,turkish,sunni,wool
4314,Kirsehir,6,turkish,sunni,wool
4315,Tokat,8,turkish,sunni,cloth
4316,Mansura,13,al_misr_arabic,sunni,grain
4317,Buhaira,6,al_misr_arabic,sunni,salt
4318,Atfih,7,al_misr_arabic,sunni,paper
4319,Isna,5,al_misr_arabic,sunni,livestock
4320,Girga,9,al_misr_arabic,sunni,grain
4321,Egyptian Desert,0,,,
4322,Egyptian Desert,0,,,
4323,Farafreh,3,al_misr_arabic,sunni,livestock
4324,Ghuriyan,3,khorasani,sunni,livestock
4325,Sarakhs,5,khorasani,sunni,wool
4326,Nishapur,6,khorasani,sunni,gems
4327,Jask,3,gulf_arabic,sunni,fish
4328,Chagai,0,,,
4329,Fasa,9,persian,sunni,silk
4330,Darab,5,persian,shiite,spices
4331,Kazerun,7,luri,sunni,wine
4332,Siraf,3,persian,shiite,spices
4333,Dahlek Archipelago,0,,,
4334,Tabas,3,khorasani,sunni,wool
4335,Kashan,7,persian,shiite,silk
4336,Tus,3,khorasani,sunni,spices
4337,Savah,6,persian,sunni,grain
4338,Soltanieh,7,azerbaijani,sunni,wine
4339,Rasht,10,mazandarani,sunni,silk
4340,Astara,3,azerbaijani,shiite,fish
4341,Sari,13,mazandarani,shiite,silk
4342,Malamir,3,luri,shiite,wool
4343,Termez,4,uzbehk,sunni,livestock
4344,Kish,6,uzbehk,sunni,wool
4345,Saidabad,3,persian,shiite,livestock
4346,Qamr Bay,0,,,
4347,Pirate Coast,0,,,
4348,Ifugao,3,filipino,animism,unknown
4349,Laguna,7,filipino,animism,grain
4350,Mindoro,5,filipino,mahayana,gems
4351,Buglas,5,filipino,animism,sugar
4352,Cebu,6,filipino,hinduism,gems
4353,Leyte,5,filipino,animism,unknown
4354,Zamboanga,5,filipino,animism,unknown
4355,Caraga,3,filipino,animism,unknown
4356,Taytay,5,filipino,animism,unknown
4357,Cuyu Arcihpelago,0,,,
4358,Philippine Trench,0,,,
4359,Ise,6,japanese,shinto,fish
4360,Mikawa,7,togoku,shinto,grain
4361,East March,5,scottish,catholic,iron
4362,West March,8,scottish,catholic,wool
4363,Argyll,8,highland_scottish,catholic,iron
4364,Inner Hebrides,3,highland_scottish,catholic,grain
4365,Mann,3,highland_scottish,catholic,fish
4366,Montgomery,3,welsh,catholic,iron
4367,Hull,7,english,catholic,naval_supplies
4368,Scarborough,5,english,catholic,wool
4369,Carmarthen,3,welsh,catholic,livestock
4370,Cambridgeshire,8,english,catholic,cloth
4371,Sussex,10,english,catholic,grain
4372,Coventry,8,english,catholic,iron
4373,Devon,6,english,catholic,wool
4374,Dorset,6,english,catholic,livestock
4375,Chester,5,english,catholic,salt
4376,Leicester,6,english,catholic,cloth
4377,Ormond,7,irish,catholic,livestock
4378,Kinsale,4,irish,catholic,fish
4379,Middlands,5,irish,catholic,livestock
4380,Donegal,5,irish,catholic,fish
4381,Oversticht,8,dutch,catholic,livestock
4382,Ommeland,10,frisian,catholic,cloth
4383,Haag,15,dutch,catholic,cloth
4384,Rennes,12,breton,catholic,cloth
4385,Cotentin,10,normand,catholic,naval_supplies
4386,Vendee,9,cosmopolitan_french,catholic,salt
4387,Angouleme,8,cosmopolitan_french,catholic,livestock
4388,Chartres,16,cosmopolitan_french,catholic,cloth
4389,Touraine,11,cosmopolitan_french,catholic,cloth
4390,Troyes,13,cosmopolitan_french,catholic,iron
4391,Vivarais,10,occitain,catholic,wine
4392,Auxerrois,11,burgundian,catholic,wine
4393,Tabayin,6,burmese,buddhism,cotton
4394,Salin,8,burmese,buddhism,grain
4395,Yamthin,7,burmese,buddhism,ivory
4396,Prome,11,burmese,buddhism,ivory
4397,Yawnghwe,6,shan,buddhism,cotton
4398,Mawkmai,5,shan,animism,grain
4399,Dagon,11,mon,buddhism,grain
4400,Naga Hills,0,,,
4401,Arakan Mountains,0,,,
4402,Gaoligong Mountains,0,,,
4403,Shan Highlands,0,,,
4404,Minsin,3,kachin,animism,grain
4405,Katha,6,shan,buddhism,tea
4406,Mong Kung,5,shan,buddhism,tropical_wood
4407,Ruhunu,6,sinhala,buddhism,gems
4408,Salavata,6,sinhala,buddhism,spices
4409,Trincomale,5,sinhala,buddhism,spices
4410,Kumari,7,malayalam,hinduism,spices
4411,Samana,7,panjabi,hinduism,cloth
4412,Dindigul,8,tamil,hinduism,naval_supplies
4413,Cannanore,7,malayalam,hinduism,spices
4414,Salem,7,tamil,hinduism,cotton
4415,Negapattam,9,tamil,hinduism,cloth
4416,Tranqebar,7,tamil,hinduism,cloth
4417,Kanchipuram,9,tamil,hinduism,cloth
4418,Nelore,10,telegu,hinduism,cotton
4419,Adanki,7,telegu,hinduism,cotton
4420,Chandragiri,9,telegu,hinduism,cotton
4421,Seringapatam,11,kannada,hinduism,cotton
4422,Sira,9,kannada,hinduism,grain
4423,Gutti,6,telegu,hinduism,iron
4424,Adavani,5,telegu,hinduism,grain
4425,Kondavidu,5,telegu,hinduism,gems
4426,Chitaldurg,7,kannada,hinduism,cotton
4427,Honnavara,5,kannada,hinduism,spices
4428,Mudgal,11,kannada,hinduism,cloth
4429,Rajapur,5,marathi,hinduism,spices
4430,Daman,9,marathi,zoroastrian,cloth
4431,Kolhapur,10,marathi,hinduism,naval_supplies
4432,Junir,7,marathi,hinduism,cotton
4433,Nasik,5,marathi,hinduism,paper
4434,Dharangaon,7,marathi,hinduism,cotton
4435,Sholapur,7,marathi,hinduism,cotton
4436,Rachakonda,8,telegu,hinduism,iron
4437,Paithre,8,marathi,hinduism,cloth
4438,Nander,5,marathi,hinduism,silk
4439,Kamammet,6,telegu,hinduism,dyes
4440,Narayanpur,7,assamese,hinduism,tea
4441,Ganjam,8,oriya,hinduism,salt
4442,Washim,7,marathi,hinduism,cloth
4443,Karanja,7,marathi,hinduism,cotton
4444,Manidurg,3,telegu,hinduism,tropical_wood
4445,Kanker,3,gondi,hinduism,tropical_wood
4446,Kalahandi,3,garjati,hinduism,tropical_wood
4447,Patna,4,garjati,hinduism,cotton
4448,Parlakhimedi,3,garjati,hinduism,tropical_wood
4449,Jammu,5,kashmiri,hinduism,silk
4450,Mayurbhanj,4,garjati,hinduism,iron
4451,Sonpur,4,garjati,hinduism,naval_supplies
4452,Ratanpur,5,gondi,hinduism,grain
4453,Thalner,7,marathi,hinduism,cotton
4454,Porbandar,5,saurashtri,hinduism,cotton
4455,Diu,5,saurashtri,hinduism,sugar
4456,Jhalavad,5,saurashtri,hinduism,cotton
4457,Cambay,11,gujarati,hinduism,cloth
4458,Narbada,3,gondi,hinduism,tropical_wood
4459,Saugor,4,gondi,hinduism,grain
4460,Handia,5,malvi,hinduism,cotton
4461,Ujjain,11,malvi,hinduism,spices
4462,Vagad,5,rajput,hinduism,copper
4463,Bhatnair,8,rajput,hinduism,livestock
4464,Bundi,5,rajput,hinduism,cotton
4465,Ranthambore,5,rajput,hinduism,dyes
4466,Mahoba,5,vindhyan,hinduism,grain
4467,Kalinjar,5,vindhyan,hinduism,gems
4468,Bandogarh,5,vindhyan,hinduism,grain
4469,Rohtas,8,bihari,hinduism,salt
4470,Soumelpur,4,jharkhandi,hinduism,iron
4471,Bishnupur,8,bengali,hinduism,naval_supplies
4472,Monghyr,7,bihari,hinduism,silk
4473,Chakla,5,chin,hinduism,tropical_wood
4474,Sonargaon,10,bengali,hinduism,cloth
4475,Fathabad,7,bengali,hinduism,grain
4476,Nadia,17,bengali,hinduism,silk
4477,Satgaon,13,bengali,hinduism,spices
4478,Haibitnagar,5,bengali,hinduism,cotton
4479,Goraghat,11,bengali,hinduism,silk
4480,Mahi Kantha,3,gujarati,hinduism,cloth
4481,Punakah,3,tibetan,vajrayana,wool
4482,Sikkim,3,nepali,vajrayana,wool
4483,Morang,6,nepali,vajrayana,wool
4484,Makwanpur,6,nepali,hinduism,wool
4485,Palpa,5,nepali,hinduism,naval_supplies
4486,Purnia,7,kochi,hinduism,silk
4487,Saran,7,bihari,,cotton
4488,Champaran,7,bihari,hinduism,grain
4489,Hajipur,10,bihari,hinduism,glass
4490,Ghazipur,8,bihari,,cloth
4491,Dang,5,nepali,hinduism,wool
4492,Doti,3,nepali,hinduism,wool
4493,Sirmur,3,pahari,hinduism,cotton
4494,Khairabad,7,avadhi,hinduism,cloth
4495,Feyzabad,8,avadhi,hinduism,cloth
4496,Kora,10,avadhi,hinduism,cotton
4497,Qannauj,10,avadhi,hinduism,grain
4498,Sambhal,9,kanauji,hinduism,cotton
4499,Bareily,6,kanauji,hinduism,cotton
4500,Bharatpur,6,rajput,hinduism,livestock
4501,Bhilwara,5,rajput,hinduism,grain
4502,Merta,5,rajput,hinduism,livestock
4503,Mansura,10,sindhi,sunni,cloth
4504,Nasirpur,8,sindhi,sunni,cotton
4505,Khairpur,5,sindhi,sunni,livestock
4506,Barmer,3,rajput,hinduism,livestock
4507,Churu,3,rajput,hinduism,livestock
4508,Bahawalpur,3,panjabi,sunni,livestock
4509,Karor,6,panjabi,sunni,iron
4510,Shorkot,11,panjabi,hinduism,cloth
4511,Bhera,7,panjabi,hinduism,salt
4512,Baruch,9,gujarati,hinduism,silk
4513,Dipalpur,13,panjabi,hinduism,silk
4514,Sakya,5,tibetan,vajrayana,livestock
4515,Gyirong,4,tibetan,vajrayana,livestock
4516,Purang,5,tibetan,vajrayana,wool
4517,Nedong,6,tibetan,vajrayana,grain
4518,Tsurphu,4,tibetan,vajrayana,livestock
4519,Damxung,3,tibetan,vajrayana,wool
4520,Rutog,3,tibetan,vajrayana,wool
4521,Skardu,3,kashmiri,vajrayana,wool
4522,Aqenganggyai,0,,,
4523,Inowroclaw,5,polish,catholic,livestock
4524,Dobryzn,4,polish,catholic,grain
4525,Rawa,5,polish,catholic,grain
4526,Gniezno,7,polish,catholic,cloth
4527,Checiny,7,polish,catholic,cloth
4528,Kuyavia,5,polish,catholic,grain
4529,Iasi,6,romanian,orthodox,wine
4530,Birlad,4,romanian,orthodox,wine
4531,Giurgiu,8,romanian,orthodox,livestock
4532,Severin,7,romanian,orthodox,livestock
4533,Wielun,7,polish,catholic,cloth
4534,Upita,4,lithuanian,catholic,livestock
4535,Wilkimierz,6,lithuanian,catholic,livestock
4536,Lida,6,lithuanian,,livestock
4537,Nowogrodek,4,byelorussian,orthodox,wool
4538,Chelm,5,ruthenian,orthodox,wool
4539,Kremenets,3,ruthenian,orthodox,livestock
4540,Winnica,3,ruthenian,orthodox,livestock
4541,Drohobycz,5,ruthenian,orthodox,livestock
4542,Lubnie,5,ruthenian,orthodox,grain
4543,Rylsk,3,ryazanian,orthodox,grain
4544,Bobrujsk,3,byelorussian,orthodox,grain
4545,Sluck,6,byelorussian,orthodox,cloth
4546,Malaga,7,andalucian,sunni,salt
4547,Albacete,6,andalucian,catholic,grain
4548,Huelva,8,andalucian,catholic,copper
4549,Xativa,10,catalan,catholic,paper
4550,Castellon,10,catalan,catholic,grain
4551,Avila,6,castillian,catholic,livestock
4552,Palencia,6,castillian,catholic,grain
4553,Zamora,8,leonese,catholic,wine
4554,Lugo,8,galician,catholic,fish
4555,Vigo,8,galician,catholic,fish
4556,Aviero,10,portugese,catholic,salt
4557,Lleida,7,aragonese,catholic,cloth
4558,Orense,5,galician,catholic,naval_supplies
4559,Minorca,3,catalan,catholic,fish
4560,Ibiza,3,catalan,catholic,fish
4561,Tetouan,8,moroccan,sunni,grain
4562,Mers el Kebir,7,algerian,sunni,cloth
4563,Sale,9,moroccan,sunni,grain
4564,Anfa,6,moroccan,sunni,grain
4565,Tenerife,5,berber,animism,unknown
4566,Kairwan,10,tunisian,sunni,grain
4567,Sabha,3,tunisian,sunni,livestock
4568,Demnate,5,moroccan,sunni,wool
4569,High Atlas3,0,,,
4570,Texcoco,12,aztek,nahuatl,gold
4571,Tlacopan,12,aztek,nahuatl,gold
4572,Malinalco,7,matlatzinca,nahuatl,gold
4573,Acambaro,3,otomi,nahuatl,wool
4574,Ihuatzio,7,purepecha,nahuatl,grain
4575,Puruaran,7,purepecha,nahuatl,grain
4576,Amaxocotlan,3,tepic,nahuatl,wool
4577,Tohono,3,piman,totemism,unknown
4578,Tzapotzingo,3,tepic,nahuatl,wool
4579,Sayula,9,tecos,nahuatl,fish
4580,Tecoman,9,tecos,nahuatl,fish
4581,Yohualtepec,7,mixtec,nahuatl,dyes
4582,Teotitlan,7,aztek,nahuatl,dyes
4583,Xocotla,9,aztek,nahuatl,sugar
4584,Mitla,5,zapotek,nahuatl,sugar
4585,Tzotzil,5,lacandon,mesoamerican_religion,fish
4586,Jakaltek,5,lacandon,mesoamerican_religion,fish
4587,Qumarkaj,7,highland_mayan,mesoamerican_religion,cocoa
4588,Kobox,5,putun,mesoamerican_religion,cocoa
4589,Moran,5,putun,mesoamerican_religion,cocoa
4590,Xiu,9,yucatec,mesoamerican_religion,cocoa
4591,Sotuta,9,yucatec,mesoamerican_religion,cocoa
4592,Ulva,3,miskito,animism,unknown
4593,Xicaque,3,miskito,animism,unknown
4594,Tzul,5,putun,mesoamerican_religion,cocoa
4595,Guaymi,3,muisca,animism,unknown
4596,Kuna,4,guajiro,animism,unknown
4597,Talamanca,3,miskito,animism,unknown
4598,Cuauhtochco,5,totonac,nahuatl,sugar
4599,Sinu,4,guajiro,animism,unknown
4600,Magangue,4,guajiro,animism,unknown
4601,Chimila,4,guajiro,animism,unknown
4602,Motilones,5,guajiro,animism,unknown
4603,Moniquira,12,muisca,inti,salt
4604,Pastos,4,guajiro,animism,unknown
4605,Putumayos,4,guajiro,animism,unknown
4606,Chichitames,3,chichimecan,animism,unknown
4607,Pijaos,5,guajiro,animism,unknown
4608,Achaguas,5,guajiro,animism,unknown
4609,Variquicimeto,4,guajiro,animism,unknown
4610,Yukpa,4,guajiro,animism,unknown
4611,Wayuu,4,guajiro,animism,unknown
4612,Tacarigua,4,guajiro,animism,unknown
4613,Guanaguanare,4,guajiro,animism,unknown
4614,Tunebo,5,guajiro,animism,unknown
4615,Guanipa,4,guajiro,animism,unknown
4616,Anzoategui,4,guajiro,animism,unknown
4617,Guaju,4,guajiro,animism,unknown
4618,Yaquimo,5,arawak,animism,unknown
4619,Marien,5,arawak,animism,unknown
4620,Ciguayo,5,arawak,animism,unknown
4621,Higuey,5,arawak,animism,unknown
4622,Canimar,6,arawak,animism,unknown
4623,Escambrey,6,arawak,animism,unknown
4624,Guane,6,arawak,animism,unknown
4625,Mayaca,3,yamasee,totemism,unknown
4626,Potano,3,yamasee,totemism,unknown
4627,Tanu,3,caddo,totemism,unknown
4628,Nitahende,3,mescalero,totemism,grain
4629,Tel Kondaha,3,lipan,totemism,unknown
4630,Natahende,3,mescalero,totemism,unknown
4631,Towa,5,pueblo,totemism,salt
4632,Keres,5,pueblo,totemism,grain
4633,Sobaipuri,3,piman,totemism,unknown
4634,Tsekaadn,3,apache,totemism,unknown
4635,Taaqtam,3,piman,totemism,unknown
4636,Choinumni,3,yokuts,totemism,grain
4637,Ohlone,10,yokuts,totemism,unknown
4638,Wintun,3,yokuts,totemism,unknown
4639,Paipai,3,piman,totemism,unknown
4640,Tecpatitlan,3,tepic,nahuatl,wool
4641,Xilotepec,3,otomi,nahuatl,grain
4642,Pame,3,chichimecan,animism,unknown
4643,Xiconaque,3,guamares,animism,wool
4644,Jocome,3,apache,totemism,unknown
4645,Xochipillan,3,guamares,animism,wool
4646,Tarahumara,3,piman,totemism,unknown
4647,Xecora,3,chichimecan,animism,unknown
4648,Acaxee,3,chichimecan,animism,unknown
4649,Mayo,3,piman,totemism,unknown
4650,Opata,3,piman,totemism,unknown
4651,Tsushima,4,kyushuan,shinto,chinaware
4652,Haicheng,6,shandong_culture,confucianism,fish
4653,Maolian,8,manchu,confucianism,naval_supplies
4654,Fuerhe,7,manchu,confucianism,naval_supplies
4655,Shilimian,6,manchu,tengri_pagan_reformed,fish
4656,Wolanhe,6,manchu,tengri_pagan_reformed,fish
4657,Changbai Mountains,0,,,
4658,Nanghaer,3,nivkh,tengri_pagan_reformed,fish
4659,Tulutingshan,3,manchu,tengri_pagan_reformed,fur
4660,Tunhe,5,manchu,tengri_pagan_reformed,livestock
4661,Edala,7,manchu,confucianism,grain
4662,Halacha,6,evenk,tengri_pagan_reformed,fur
4663,Jixi,5,manchu,tengri_pagan_reformed,naval_supplies
4664,North Buteha,3,evenk,tengri_pagan_reformed,livestock
4665,South Buteha,3,chahar,tengri_pagan_reformed,livestock
4666,South Hulunbur,3,khalkha,tengri_pagan_reformed,livestock
4667,North Setsen,4,khalkha,tengri_pagan_reformed,livestock
4668,West Ih Huree,4,khalkha,tengri_pagan_reformed,fur
4669,East Dornogovi,4,khalkha,tengri_pagan_reformed,livestock
4670,West Khara Narin Ula,3,mongol,vajrayana,livestock
4671,East Ereen,5,mongol,vajrayana,livestock
4672,North Ju Ud,5,chahar,vajrayana,livestock
4673,East Xilin Gol,4,mongol,vajrayana,livestock
4674,North Jirem,4,chahar,vajrayana,livestock
4675,Central Jirem,4,chahar,vajrayana,livestock
4676,West Alxa,4,mongol,vajrayana,livestock
4677,East Govi,3,khalkha,tengri_pagan_reformed,livestock
4678,East Qaraqorum,9,khalkha,tengri_pagan_reformed,cloth
4679,East Tsetserleg,4,khalkha,tengri_pagan_reformed,fur
4680,East Zagast,4,khalkha,tengri_pagan_reformed,livestock
4681,North Kobdo,4,oirats,tengri_pagan_reformed,livestock
4682,South Kobdo,5,oirats,tengri_pagan_reformed,livestock
4683,East Hoboskar,4,oirats,tengri_pagan_reformed,livestock
4684,Dzhemenika,3,oirats,sunni,fish
4685,Karagandy,3,khazak,sunni,wool
4686,Ekibastuz,5,khazak,sunni,salt
4687,Imakia,3,kirgiz,tengri_pagan_reformed,unknown
4688,Baraba,4,kirgiz,tengri_pagan_reformed,livestock
4689,Om,7,siberian,sunni,fur
4690,Ishim,3,siberian,sunni,fur
4691,As,3,ostyaki,tengri_pagan_reformed,unknown
4692,Turgay,3,khazak,sunni,iron
4693,Keriya,5,uyghur,sunni,wool
4694,Foix,6,gascon,catholic,wool
4695,Carcassonne,7,occitain,catholic,wine
4696,Toulon,11,occitain,catholic,naval_supplies
4697,La Marche,6,gascon,catholic,livestock
4698,Cephalonia,5,greek,orthodox,wine
4699,Arta,6,greek,orthodox,livestock
4700,Lesbos,5,greek,orthodox,fish
4701,Corinth,6,greek,orthodox,wine
4702,Siroz,6,greek,orthodox,grain
4703,Kostendil,6,bulgarian,orthodox,copper
4704,Tirnovo,9,bulgarian,orthodox,cloth
4705,Gumulcine,6,greek,orthodox,livestock
4706,Tolcu,4,bulgarian,orthodox,wool
4707,Rosenheim,6,bavarian,catholic,salt
4708,Freising,10,bavarian,catholic,grain
4709,Passau,11,bavarian,catholic,salt
4710,Bregenz,5,austrian,catholic,wool
4711,Donauwoerth,6,swabian,catholic,grain
4712,Konstanz,13,swabian,catholic,cloth
4713,Urach,8,swabian,catholic,grain
4714,Durlach,8,swabian,catholic,wine
4715,Rothenburg,10,franconian,catholic,grain
4716,Coburg,6,franconian,catholic,livestock
4717,Bayreuth,6,franconian,catholic,wool
4718,Aschaffenburg,7,franconian,catholic,cloth
4719,Annecy,7,occitain,catholic,cloth
4720,Geneva,13,swiss,catholic,cloth
4721,Fribourg,8,swiss,catholic,livestock
4722,Illanz,6,swiss,catholic,livestock
4723,Opole,8,schlesian,catholic,grain
4724,Pardubice,6,czech,hussite,grain
4725,Jindrichuv Hradec,7,czech,catholic,grain
4726,Ostrava,5,czech,catholic,grain
4727,Saluzzo,11,piedmontese,catholic,iron
4728,Pavia,16,lombard,catholic,grain
4729,Padova,9,venetian,catholic,paper
4730,Bologna,12,romagnan,catholic,cloth
4731,Spoleto,6,umbrian,catholic,livestock
4732,Terracina,7,umbrian,catholic,fish
4733,Molise,7,neapolitan,catholic,paper
4734,Avellino,11,neapolitan,catholic,grain
4735,Arborea,6,sardinian,catholic,grain
4736,Trapani,7,sicilian,catholic,fish
4737,Girgenti,8,sicilian,catholic,grain
4738,Trieste,9,venetian,catholic,fish
4739,Bergamo,9,lombard,catholic,cloth
4740,Como,10,lombard,catholic,cloth
4741,Halle,7,saxon,catholic,salt
4742,Goslar,11,saxon,catholic,iron
4743,Weimar,8,saxon,catholic,grain
4744,Zwickau,7,saxon,catholic,cloth
4745,Rugen,4,pommeranian,catholic,fish
4746,Stargard,9,pommeranian,catholic,naval_supplies
4747,Dramburg,5,pommeranian,catholic,livestock
4748,Brandenburg,10,saxon,catholic,iron
4749,Stargard,8,pommeranian,catholic,livestock
4750,Kruje,5,albanian,orthodox,wool
4751,Cilli,9,slovene,catholic,wine
4752,Rijeka,10,croatian,catholic,cloth
4753,Zadar,7,dalmatian,catholic,naval_supplies
4754,Kotor,7,serbian,orthodox,naval_supplies
4755,Podrinje,5,bosnian,orthodox,salt
4756,Bjelovar,6,croatian,catholic,grain
4757,Kolubara,5,serbian,orthodox,grain
4758,Etsch-Meran,6,austrian,catholic,wool
4759,Oberkaernten,8,austrian,catholic,iron
4760,Innbaiern,8,bavarian,catholic,wine
4761,Traungau,8,austrian,catholic,iron
4762,Wienerwald,9,austrian,catholic,wine
4764,Salins,7,burgundian,catholic,salt
4765,Mulhouse,8,swabian,catholic,cloth
4766,Verdun,9,burgundian,catholic,grain
4767,Zweibrucken,8,hessian,catholic,cloth
4768,Julich,8,hessian,catholic,grain
4769,Lille,11,wallonian,catholic,cloth
4770,s-Hertogenbosch,10,dutch,catholic,paper
4771,Verden,7,lower_saxon,catholic,livestock
4772,Celle,6,lower_saxon,catholic,livestock
4773,Goettingen,6,lower_saxon,catholic,cloth
4774,Fulda,5,hessian,catholic,grain
4775,Bielefeld,5,hannoverian,catholic,cloth
4776,Blois,11,cosmopolitan_french,catholic,wine
4777,Forez,7,occitain,catholic,livestock
4778,Gorlitz-Eastern Lusatia,5,sorbian,catholic,livestock
4779,Gallipoli,6,greek,orthodox,livestock
